Id,Age,Income,Emp_length,Amount,Rate,Status,Percent_income,Default,Cred_length,Home_MORTGAGE,Home_OTHER,Home_OWN,Home_RENT,Intent_DEBTCONSOLIDATION,Intent_EDUCATION,Intent_HOMEIMPROVEMENT,Intent_MEDICAL,Intent_PERSONAL,Intent_VENTURE
15030,26,120000,10.0,10000,14.59,0,0.08,1,2,True,False,False,False,False,False,True,False,False,False
15031,22,26880,2.0,1600,11.12,0,0.06,0,2,False,False,False,True,True,False,False,False,False,False
15032,22,28150,0.0,1600,6.39,0,0.06,0,4,False,False,False,True,False,False,False,True,False,False
15033,25,28800,2.0,1600,6.62,0,0.06,0,2,False,False,False,True,False,False,False,True,False,False
15034,23,29124,3.0,1600,10.83,0,0.05,0,4,False,False,False,True,False,True,False,False,False,False
15035,26,120000,10.0,10000,12.73,0,0.08,0,3,True,False,False,False,False,False,False,False,True,False
15036,26,120000,10.0,15000,13.11,0,0.13,1,4,False,False,True,False,False,False,False,False,True,False
15037,25,30000,8.0,1600,16.29,0,0.05,0,3,False,False,False,True,False,False,False,False,True,False
15038,24,91800,0.0,16000,14.22,1,0.15,0,4,True,False,False,False,False,False,False,True,False,False
15039,21,120000,5.0,15000,10.25,0,0.13,0,2,True,False,False,False,False,False,False,False,False,True
15040,22,31000,2.0,1600,9.32,0,0.05,0,3,False,False,False,True,False,False,False,True,False,False
15041,26,120000,0.0,20000,13.85,0,0.17,0,3,True,False,False,False,False,False,False,False,True,False
15042,23,120000,0.0,25000,15.31,0,0.21,0,3,True,False,False,False,False,False,False,False,True,False
15043,24,120000,8.0,21000,14.26,0,0.17,1,2,False,False,True,False,False,False,True,False,False,False
15044,25,25000,4.0,17500,14.22,0,0.7,0,2,False,False,True,False,False,False,False,True,False,False
15045,26,25000,1.0,5000,9.88,0,0.2,0,3,False,False,True,False,False,True,False,False,False,False
15046,23,29000,0.0,1600,7.88,1,0.06,0,3,False,False,False,True,True,False,False,False,False,False
15047,24,37500,2.0,1600,11.03,0,0.04,1,3,False,False,False,True,True,False,False,False,False,False
15048,26,32000,5.0,1600,14.46,1,0.05,1,3,False,False,False,True,False,False,False,False,False,True
15049,23,120000,8.0,14000,8.94,0,0.12,0,3,True,False,False,False,False,False,False,False,False,True
15050,25,25000,4.0,2000,10.99,0,0.08,0,3,False,False,True,False,False,False,False,False,False,True
15051,22,25000,6.0,13000,7.88,0,0.52,0,3,False,False,True,False,False,False,False,False,False,True
15052,23,120000,0.0,17000,8.94,0,0.14,0,2,True,False,False,False,False,False,False,False,True,False
15053,24,32400,0.0,1600,13.98,1,0.05,0,3,False,False,False,True,False,True,False,False,False,False
15054,25,120000,0.0,20000,,0,0.17,0,2,True,False,False,False,False,False,True,False,False,False
15055,22,120000,5.0,18000,8.94,0,0.15,0,3,True,False,False,False,False,False,False,True,False,False
15056,26,120000,10.0,16000,8.94,0,0.13,0,2,True,False,False,False,True,False,False,False,False,False
15057,22,120000,3.0,9600,13.22,0,0.08,1,4,True,False,False,False,False,False,False,True,False,False
15058,26,120000,1.0,20000,17.74,0,0.17,1,3,True,False,False,False,False,False,True,False,False,False
15059,24,120000,8.0,16000,,0,0.13,0,3,True,False,False,False,False,False,False,False,True,False
15060,24,120000,1.0,25000,18.53,0,0.21,0,2,True,False,False,False,False,True,False,False,False,False
15061,23,25000,1.0,8000,8.59,0,0.32,0,3,False,False,True,False,False,True,False,False,False,False
15062,26,120000,10.0,20000,13.79,0,0.17,1,4,True,False,False,False,False,False,True,False,False,False
15063,23,45000,6.0,1600,10.08,0,0.04,0,4,False,False,False,True,False,False,False,False,False,True
15064,23,48000,4.0,1600,13.98,0,0.03,0,3,False,False,False,True,False,True,False,False,False,False
15065,24,120000,0.0,15200,12.21,0,0.13,0,2,True,False,False,False,False,False,False,False,False,True
15066,22,48000,1.0,1600,14.26,0,0.03,0,4,False,False,False,True,False,False,False,True,False,False
15067,23,108000,7.0,18000,11.26,1,0.17,0,2,True,False,False,False,False,False,True,False,False,False
15068,23,53616,6.0,1600,12.42,0,0.03,0,4,False,False,False,True,False,True,False,False,False,False
15069,23,120000,7.0,20000,12.21,0,0.17,0,3,True,False,False,False,False,False,False,True,False,False
15070,24,120000,0.0,16000,9.63,0,0.13,0,2,True,False,False,False,True,False,False,False,False,False
15071,21,51000,5.0,1600,15.62,1,0.03,0,4,False,False,False,True,False,False,False,False,False,True
15072,23,60000,1.0,1600,13.99,0,0.03,1,4,False,False,False,True,False,False,False,True,False,False
15073,24,120000,7.0,2500,,0,0.02,0,3,True,False,False,False,False,True,False,False,False,False
15074,21,54000,0.0,1600,14.96,1,0.03,0,4,False,False,False,True,False,False,False,False,False,True
15075,24,62000,1.0,1600,13.85,0,0.03,1,4,False,False,False,True,False,False,False,True,False,False
15076,25,120000,9.0,20000,11.14,0,0.17,0,4,True,False,False,False,False,False,True,False,False,False
15077,24,108000,1.0,25000,13.99,1,0.23,1,2,True,False,False,False,True,False,False,False,False,False
15078,26,120000,7.0,25000,15.76,0,0.21,0,4,True,False,False,False,False,False,True,False,False,False
15079,23,120000,0.0,23000,11.03,0,0.19,0,2,True,False,False,False,False,True,False,False,False,False
15080,26,120000,8.0,25000,9.76,0,0.21,0,3,True,False,False,False,False,True,False,False,False,False
15081,24,120000,8.0,9500,11.66,0,0.08,1,2,True,False,False,False,False,False,True,False,False,False
15082,25,120000,3.0,3000,10.14,0,0.03,0,3,False,False,True,False,False,True,False,False,False,False
15083,23,70000,7.0,1600,11.14,0,0.02,0,4,False,False,False,True,True,False,False,False,False,False
15084,22,82000,2.0,1600,11.89,0,0.02,0,2,False,False,False,True,False,True,False,False,False,False
15085,22,24996,2.0,13000,8.88,0,0.52,0,4,False,False,True,False,False,False,False,False,True,False
15086,24,120155,4.0,12000,,0,0.1,0,4,True,False,False,False,False,True,False,False,False,False
15087,25,12732,,1550,15.27,1,0.12,0,2,False,False,False,True,False,False,True,False,False,False
15088,22,120456,6.0,20000,14.96,0,0.17,1,2,True,False,False,False,False,True,False,False,False,False
15089,21,24996,5.0,5000,7.51,0,0.2,0,2,False,False,True,False,False,False,False,False,False,True
15090,22,34480,4.0,1550,15.21,0,0.04,1,3,False,False,False,True,False,False,False,False,False,True
15091,25,120775,9.0,15000,13.11,0,0.12,0,4,False,False,True,False,False,True,False,False,False,False
15092,26,26989,2.0,1525,15.23,0,0.06,1,3,False,False,False,True,False,False,False,True,False,False
15093,25,121000,9.0,13600,11.99,0,0.11,0,2,True,False,False,False,False,False,False,True,False,False
15094,25,121000,6.0,13000,,0,0.11,0,2,True,False,False,False,False,False,False,False,False,True
15095,23,121000,4.0,3600,5.79,0,0.03,0,4,True,False,False,False,False,False,False,False,True,False
15096,24,121000,0.0,20400,10.75,0,0.17,0,2,True,False,False,False,False,True,False,False,False,False
15097,22,12000,1.0,1500,6.99,0,0.13,0,2,False,False,False,True,False,False,False,False,False,True
15098,25,121000,1.0,3600,11.83,0,0.03,0,3,True,False,False,False,False,True,False,False,False,False
15099,23,24972,,2600,11.86,0,0.1,0,4,False,False,True,False,False,False,False,False,False,True
15100,23,14000,0.0,1500,,0,0.11,1,4,False,False,False,True,True,False,False,False,False,False
15101,21,121352,5.0,7750,,0,0.06,0,4,True,False,False,False,True,False,False,False,False,False
15102,23,14088,2.0,1500,8.88,0,0.11,0,2,False,False,False,True,False,False,False,True,False,False
15103,25,121680,3.0,15000,10.37,0,0.12,0,3,True,False,False,False,False,False,True,False,False,False
15104,22,24960,,4525,7.51,0,0.18,0,4,False,False,True,False,False,False,False,False,True,False
15105,25,14400,0.0,1500,12.99,1,0.1,1,2,False,False,False,True,False,False,False,False,False,True
15106,23,122000,7.0,16000,13.49,0,0.13,0,2,True,False,False,False,False,True,False,False,False,False
15107,25,24864,9.0,9000,,0,0.36,0,3,False,False,True,False,False,False,False,False,False,True
15108,25,110000,9.0,12000,15.99,1,0.11,0,3,True,False,False,False,True,False,False,False,False,False
15109,22,24744,5.0,5000,11.89,0,0.2,0,2,False,False,True,False,False,False,False,False,False,True
15110,22,122000,6.0,6000,6.92,0,0.05,0,2,True,False,False,False,False,False,False,True,False,False
15111,25,122000,1.0,35000,13.8,0,0.29,1,3,True,False,False,False,False,False,False,False,True,False
15112,23,122000,5.0,12000,7.29,0,0.1,0,3,True,False,False,False,False,False,False,False,True,False
15113,22,24605,3.0,10000,,0,0.41,1,2,False,False,True,False,False,False,False,False,False,True
15114,26,122000,4.0,4800,,0,0.04,1,3,True,False,False,False,False,True,False,False,False,False
15115,22,24600,1.0,4750,10.0,0,0.19,0,4,False,False,True,False,False,False,False,False,True,False
15116,25,122000,9.0,20000,13.23,0,0.16,1,4,True,False,False,False,False,False,False,False,True,False
15117,26,14400,1.0,1500,9.25,0,0.1,0,4,False,False,False,True,False,False,False,False,True,False
15118,21,15600,2.0,1500,11.86,0,0.1,0,2,False,False,False,True,False,True,False,False,False,False
15119,26,122000,10.0,6000,7.51,0,0.05,0,2,True,False,False,False,False,False,False,False,True,False
15120,25,122000,8.0,10000,13.57,0,0.08,0,4,True,False,False,False,False,False,False,False,True,False
15121,25,122000,1.0,10000,8.94,0,0.08,0,4,True,False,False,False,False,False,False,True,False,False
15122,21,15874,,1500,,0,0.09,0,3,False,False,False,True,False,True,False,False,False,False
15123,23,122004,7.0,11200,10.99,0,0.09,0,3,True,False,False,False,False,True,False,False,False,False
15124,25,16200,2.0,1500,6.91,0,0.09,0,4,False,False,False,True,False,False,False,True,False,False
15125,21,17000,0.0,1500,18.64,1,0.09,0,2,False,False,False,True,True,False,False,False,False,False
15126,24,94102,8.0,8475,12.99,1,0.08,0,4,True,False,False,False,False,False,False,True,False,False
15127,22,18000,0.0,1500,18.64,1,0.08,0,2,False,False,False,True,False,False,True,False,False,False
15128,24,123000,6.0,8000,12.68,0,0.07,0,4,True,False,False,False,False,False,False,False,True,False
15129,22,123000,6.0,7000,7.51,0,0.06,0,4,True,False,False,False,False,True,False,False,False,False
15130,24,123000,6.0,4750,10.99,0,0.04,0,3,True,False,False,False,False,False,False,False,True,False
15131,21,18000,6.0,1500,12.61,0,0.08,1,2,False,False,False,True,True,False,False,False,False,False
15132,26,18000,0.0,1500,11.36,0,0.08,0,2,False,False,False,True,False,True,False,False,False,False
15133,21,18000,3.0,1500,12.87,0,0.08,1,4,False,False,False,True,False,False,False,False,True,False
15134,26,111917,1.0,25000,15.31,1,0.22,0,3,True,False,False,False,True,False,False,False,False,False
15135,26,123996,10.0,2000,5.42,0,0.02,0,4,True,False,False,False,False,False,False,True,False,False
15136,25,123996,9.0,10000,6.54,0,0.08,0,3,False,False,True,False,False,False,True,False,False,False
15137,23,124000,4.0,16000,6.03,0,0.13,0,4,True,False,False,False,False,False,False,True,False,False
15138,21,18000,5.0,1500,12.18,1,0.08,0,4,False,False,False,True,False,False,False,False,True,False
15139,26,18700,2.0,1500,5.42,0,0.08,0,4,False,False,False,True,False,True,False,False,False,False
15140,25,124000,9.0,2000,,0,0.02,0,4,False,False,True,False,False,False,False,True,False,False
15141,24,124000,5.0,12000,10.36,0,0.1,0,4,True,False,False,False,False,True,False,False,False,False
15142,22,24000,1.0,8000,7.51,0,0.33,0,3,False,False,True,False,False,False,False,False,False,True
15143,23,24000,5.0,12000,,0,0.5,0,4,False,False,True,False,False,False,False,False,False,True
15144,22,124000,6.0,11000,,0,0.09,0,3,True,False,False,False,False,False,False,True,False,False
15145,26,112000,5.0,20000,12.53,1,0.18,0,4,True,False,False,False,True,False,False,False,False,False
15146,22,18996,1.0,1500,,1,0.08,1,3,False,False,False,True,False,False,False,True,False,False
15147,26,124500,10.0,6000,10.62,0,0.05,0,2,True,False,False,False,False,False,False,False,True,False
15148,26,124726,3.0,15000,7.29,0,0.12,0,3,True,False,False,False,False,False,False,False,True,False
15149,23,124800,2.0,5000,6.62,0,0.04,0,3,True,False,False,False,True,False,False,False,False,False
15150,23,124800,4.0,28000,,0,0.22,0,2,True,False,False,False,False,False,False,True,False,False
15151,21,112800,2.0,16000,13.48,1,0.14,1,2,True,False,False,False,False,True,False,False,False,False
15152,23,124896,5.0,14400,,0,0.12,0,2,True,False,False,False,False,False,False,False,False,True
15153,23,24000,2.0,6000,15.23,0,0.25,1,2,False,False,True,False,False,False,False,False,False,True
15154,23,24000,7.0,5000,7.49,0,0.21,0,2,False,False,True,False,False,True,False,False,False,False
15155,23,125000,6.0,35000,8.9,0,0.28,0,4,True,False,False,False,False,True,False,False,False,False
15156,25,125000,1.0,20000,11.71,0,0.16,0,4,True,False,False,False,False,True,False,False,False,False
15157,25,125000,9.0,15000,7.9,0,0.12,0,3,False,False,True,False,False,False,False,False,True,False
15158,23,20004,2.0,1500,9.62,0,0.07,0,3,False,False,False,True,True,False,False,False,False,False
15159,25,24000,7.0,6000,5.42,0,0.25,0,3,False,False,True,False,False,False,True,False,False,False
15160,25,125000,1.0,30000,14.27,0,0.24,0,4,True,False,False,False,False,False,False,True,False,False
15161,24,20160,3.0,1500,13.35,0,0.07,0,4,False,False,False,True,False,False,False,True,False,False
15162,22,21216,0.0,1500,11.86,0,0.07,0,2,False,False,False,True,False,False,False,True,False,False
15163,25,125000,9.0,12000,9.91,0,0.1,0,3,True,False,False,False,False,False,False,False,True,False
15164,22,24000,0.0,4200,15.62,0,0.17,1,2,False,False,True,False,True,False,False,False,False,False
15165,24,23004,9.0,1500,7.68,0,0.07,0,2,False,False,False,True,True,False,False,False,False,False
15166,22,24000,0.0,1500,18.79,1,0.06,1,3,False,False,False,True,False,True,False,False,False,False
15167,21,24000,1.0,1500,,0,0.06,0,3,False,False,False,True,False,True,False,False,False,False
15168,24,24000,1.0,1500,,0,0.06,0,3,False,False,False,True,False,True,False,False,False,False
15169,24,125000,3.0,28000,9.91,0,0.22,0,3,False,False,True,False,False,False,True,False,False,False
15170,26,24000,0.0,1500,14.54,1,0.06,1,4,False,False,False,True,False,True,False,False,False,False
15171,23,24000,4.0,1500,11.49,0,0.06,0,2,False,False,False,True,False,False,False,False,False,True
15172,25,96050,3.0,35000,19.29,1,0.31,0,2,True,False,False,False,False,False,False,True,False,False
15173,25,125000,2.0,14000,,0,0.11,0,4,True,False,False,False,False,False,False,False,True,False
15174,25,125000,3.0,10000,5.99,0,0.08,0,3,True,False,False,False,False,False,False,False,False,True
15175,21,24000,2.0,1500,13.85,0,0.06,1,4,False,False,False,True,False,True,False,False,False,False
15176,23,125000,7.0,5000,,0,0.04,0,2,True,False,False,False,False,True,False,False,False,False
15177,26,25000,1.0,1500,14.7,1,0.06,0,2,False,False,False,True,True,False,False,False,False,False
15178,25,125000,9.0,25000,10.59,0,0.2,0,2,False,False,True,False,False,False,False,False,True,False
15179,26,25200,2.0,1500,13.49,0,0.06,1,2,False,False,False,True,False,False,False,True,False,False
15180,26,125000,10.0,6000,5.42,0,0.05,0,4,False,False,True,False,False,False,False,True,False,False
15181,26,125000,10.0,10200,7.49,0,0.08,0,4,True,False,False,False,False,False,False,False,True,False
15182,22,26400,6.0,1500,11.11,0,0.06,0,3,False,False,False,True,False,True,False,False,False,False
15183,24,125000,2.0,15000,7.66,0,0.12,0,3,True,False,False,False,False,False,False,False,True,False
15184,21,125000,2.0,6000,5.79,0,0.05,0,2,True,False,False,False,False,False,False,False,True,False
15185,24,125000,9.0,25000,10.0,0,0.2,0,2,True,False,False,False,True,False,False,False,False,False
15186,25,53000,5.0,15000,14.27,0,0.28,1,2,False,False,False,True,False,True,False,False,False,False
15187,25,113000,4.0,5000,14.54,1,0.04,1,2,True,False,False,False,True,False,False,False,False,False
15188,26,125000,4.0,14800,,0,0.12,1,3,True,False,False,False,False,False,False,False,True,False
15189,26,113000,10.0,12000,7.29,1,0.11,0,2,True,False,False,False,False,False,False,False,True,False
15190,26,53307,5.0,15000,10.39,0,0.28,0,4,False,False,False,True,False,False,False,False,False,True
15191,25,125000,,8000,13.8,0,0.06,0,3,True,False,False,False,False,True,False,False,False,False
15192,25,125000,9.0,12000,11.11,0,0.1,0,3,True,False,False,False,False,False,False,False,True,False
15193,23,53500,6.0,15000,13.47,0,0.28,0,2,False,False,False,True,False,True,False,False,False,False
15194,26,48000,1.0,15000,18.64,1,0.31,1,3,False,False,False,True,False,False,False,False,True,False
15195,25,48000,9.0,15000,17.49,1,0.31,1,3,False,False,False,True,False,False,False,False,True,False
15196,26,125000,3.0,24000,15.28,0,0.19,1,4,True,False,False,False,False,True,False,False,False,False
15197,23,48996,2.0,15000,15.99,1,0.31,0,4,False,False,False,True,False,False,False,True,False,False
15198,23,54996,8.0,15000,14.83,0,0.27,0,2,False,False,False,True,False,True,False,False,False,False
15199,23,125000,7.0,10000,9.99,0,0.08,0,2,True,False,False,False,False,False,False,True,False,False
15200,24,54996,7.0,15000,11.14,0,0.27,0,4,False,False,False,True,False,False,False,True,False,False
15201,25,125000,9.0,25000,11.49,0,0.2,0,3,True,False,False,False,True,False,False,False,False,False
15202,26,55000,10.0,15000,11.12,0,0.27,0,2,False,False,False,True,False,False,False,True,False,False
15203,25,125000,4.0,12000,7.88,0,0.1,0,3,False,False,True,False,False,False,False,False,False,True
15204,23,113000,6.0,10000,10.38,1,0.09,0,3,True,False,False,False,True,False,False,False,False,False
15205,22,49000,3.0,15000,14.61,1,0.31,0,3,False,False,False,True,False,False,False,True,False,False
15206,26,125000,10.0,15000,13.85,0,0.12,1,3,True,False,False,False,False,False,False,False,False,True
15207,26,125000,2.0,20000,13.11,0,0.16,0,2,True,False,False,False,True,False,False,False,False,False
15208,24,125000,8.0,10000,10.99,0,0.08,0,3,True,False,False,False,False,False,False,False,True,False
15209,24,24000,4.0,6400,8.88,0,0.27,0,4,False,False,True,False,False,False,False,False,False,True
15210,22,55000,1.0,15000,12.84,0,0.27,0,3,False,False,False,True,False,False,False,False,False,True
15211,21,125000,0.0,10000,7.51,0,0.08,0,2,True,False,False,False,False,False,False,False,True,False
15212,24,55000,2.0,15000,,0,0.27,0,2,False,False,False,True,False,False,False,False,True,False
15213,22,24000,,1500,6.91,0,0.06,0,4,False,False,True,False,False,False,False,False,False,True
15214,24,49200,8.0,15000,18.39,1,0.3,1,4,False,False,False,True,True,False,False,False,False,False
15215,22,24000,0.0,5000,13.35,0,0.21,0,4,False,False,True,False,False,False,False,True,False,False
15216,26,125000,5.0,7400,12.53,0,0.06,0,2,True,False,False,False,False,False,True,False,False,False
15217,25,55315,3.0,15000,10.74,0,0.27,0,2,False,False,False,True,False,True,False,False,False,False
15218,24,49700,3.0,15000,15.68,1,0.3,0,4,False,False,False,True,False,False,False,True,False,False
15219,23,96050,0.0,15000,19.13,1,0.13,0,2,True,False,False,False,False,False,False,True,False,False
15220,22,24000,2.0,3000,13.61,0,0.13,0,2,False,False,True,False,False,False,False,False,True,False
15221,26,125000,6.0,16000,8.94,0,0.13,0,4,True,False,False,False,False,False,True,False,False,False
15222,22,125000,0.0,25000,,0,0.2,1,2,True,False,False,False,False,False,False,False,True,False
15223,23,113000,0.0,19750,21.21,1,0.17,0,4,True,False,False,False,False,False,False,False,False,True
15224,22,24000,4.0,4750,,0,0.2,1,4,False,False,True,False,False,False,False,True,False,False
15225,21,50000,0.0,15000,15.7,1,0.3,1,3,False,False,False,True,False,False,True,False,False,False
15226,24,56000,1.0,15000,12.87,0,0.27,0,2,False,False,False,True,True,False,False,False,False,False
15227,25,125000,6.0,8000,9.63,0,0.06,0,2,True,False,False,False,False,False,False,True,False,False
15228,25,125000,1.0,14000,14.42,0,0.11,0,4,True,False,False,False,False,False,True,False,False,False
15229,23,125000,4.0,7500,8.0,0,0.06,0,4,False,True,False,False,False,False,False,False,False,True
15230,22,125000,6.0,10000,,0,0.08,0,2,True,False,False,False,False,False,False,False,False,True
15231,25,125000,5.0,12000,,0,0.1,1,3,True,False,False,False,False,False,True,False,False,False
15232,26,125000,4.0,9600,5.79,0,0.08,0,2,True,False,False,False,False,False,False,True,False,False
15233,23,24000,5.0,7000,11.86,0,0.29,0,4,False,False,True,False,False,True,False,False,False,False
15234,25,57000,0.0,15000,13.85,0,0.26,0,4,False,False,False,True,False,True,False,False,False,False
15235,22,24000,3.0,6000,11.49,0,0.25,0,4,False,False,True,False,False,True,False,False,False,False
15236,22,125004,6.0,30000,7.9,0,0.24,0,2,True,False,False,False,False,True,False,False,False,False
15237,23,24000,,5000,10.38,0,0.21,0,4,False,False,True,False,False,False,False,False,False,True
15238,25,125004,0.0,15000,7.88,0,0.12,0,3,True,False,False,False,False,False,True,False,False,False
15239,22,125004,6.0,10000,14.74,0,0.08,0,2,False,True,False,False,False,False,False,False,False,True
15240,22,125555,2.0,9000,10.99,0,0.07,0,4,True,False,False,False,False,False,False,True,False,False
15241,25,126000,9.0,15000,7.9,0,0.12,0,3,True,False,False,False,False,True,False,False,False,False
15242,25,126000,9.0,10200,,0,0.08,0,4,True,False,False,False,False,False,False,False,False,True
15243,24,126000,7.0,11800,,0,0.09,1,2,True,False,False,False,False,False,False,True,False,False
15244,22,126000,6.0,3600,15.99,0,0.03,0,3,True,False,False,False,False,True,False,False,False,False
15245,26,114000,4.0,6000,10.0,1,0.05,0,2,True,False,False,False,False,False,True,False,False,False
15246,25,126000,,6000,6.92,0,0.05,0,3,True,False,False,False,True,False,False,False,False,False
15247,24,53000,1.0,15000,16.77,1,0.28,0,2,False,False,False,True,True,False,False,False,False,False
15248,26,126000,3.0,11000,7.14,0,0.09,0,4,True,False,False,False,False,False,False,False,True,False
15249,23,24000,0.0,7000,7.14,0,0.29,0,3,False,False,True,False,False,True,False,False,False,False
15250,22,126000,6.0,24000,11.36,0,0.19,0,4,True,False,False,False,False,True,False,False,False,False
15251,26,24000,0.0,2500,11.83,0,0.1,0,4,False,False,True,False,False,False,False,True,False,False
15252,26,126000,4.0,7500,13.92,0,0.06,0,3,True,False,False,False,False,False,True,False,False,False
15253,23,59880,0.0,15000,,0,0.25,0,4,False,False,False,True,False,False,False,True,False,False
15254,25,126500,2.0,2000,,0,0.02,0,2,True,False,False,False,False,True,False,False,False,False
15255,22,60000,0.0,15000,11.71,0,0.25,0,4,False,False,False,True,False,False,False,True,False,False
15256,23,97583,7.0,6950,13.67,1,0.06,0,2,True,False,False,False,False,False,False,True,False,False
15257,23,126996,2.0,11000,10.0,0,0.09,0,2,False,False,True,False,False,True,False,False,False,False
15258,25,127000,9.0,6000,9.91,0,0.05,0,2,True,False,False,False,False,False,False,False,True,False
15259,26,127000,10.0,6000,5.42,0,0.05,0,3,True,False,False,False,False,True,False,False,False,False
15260,26,127000,5.0,4900,,0,0.04,1,3,True,False,False,False,True,False,False,False,False,False
15261,24,97750,0.0,24000,17.39,1,0.21,1,3,True,False,False,False,False,False,False,True,False,False
15262,25,97750,9.0,20000,17.39,1,0.17,1,3,False,False,True,False,False,False,False,True,False,False
15263,24,115000,3.0,12000,15.05,1,0.1,0,4,True,False,False,False,True,False,False,False,False,False
15264,26,127500,7.0,10000,7.51,0,0.08,0,3,True,False,False,False,False,False,True,False,False,False
15265,22,127500,2.0,15000,7.49,0,0.12,0,4,True,False,False,False,False,False,False,True,False,False
15266,23,54000,7.0,15000,15.27,1,0.28,0,2,False,False,False,True,False,False,False,True,False,False
15267,26,127500,9.0,24250,15.31,0,0.19,1,4,False,False,True,False,False,False,False,True,False,False
15268,25,127741,9.0,12000,7.88,0,0.09,0,2,True,False,False,False,True,False,False,False,False,False
15269,26,127992,10.0,26000,13.99,0,0.2,1,3,True,False,False,False,False,False,False,True,False,False
15270,26,128000,8.0,35000,8.9,0,0.27,0,3,True,False,False,False,True,False,False,False,False,False
15271,24,128000,4.0,12000,6.03,0,0.09,0,3,True,False,False,False,False,True,False,False,False,False
15272,26,60000,7.0,15000,6.03,0,0.25,0,3,False,False,False,True,True,False,False,False,False,False
15273,23,128000,7.0,6000,7.49,0,0.05,0,2,True,False,False,False,False,True,False,False,False,False
15274,23,128000,4.0,4800,12.99,0,0.04,1,2,True,False,False,False,False,True,False,False,False,False
15275,26,116000,5.0,5000,,1,0.04,1,3,True,False,False,False,False,False,False,False,False,True
15276,22,128000,6.0,21600,6.91,0,0.17,0,4,True,False,False,False,False,False,False,False,False,True
15277,23,128000,7.0,3000,14.72,0,0.02,1,4,True,False,False,False,False,False,False,False,False,True
15278,22,128474,6.0,30000,7.29,0,0.23,0,2,True,False,False,False,True,False,False,False,False,False
15279,25,128500,1.0,15000,12.53,0,0.12,1,3,True,False,False,False,False,False,True,False,False,False
15280,25,128600,9.0,28000,7.9,0,0.22,0,3,True,False,False,False,False,False,False,False,True,False
15281,22,60000,0.0,15000,11.71,0,0.25,0,3,False,False,False,True,False,True,False,False,False,False
15282,23,129600,7.0,13500,5.42,0,0.1,0,2,False,False,True,False,False,False,False,False,True,False
15283,25,129600,0.0,3000,11.12,0,0.02,0,3,True,False,False,False,False,False,False,False,True,False
15284,23,129996,2.0,30000,11.11,0,0.23,0,4,True,False,False,False,False,False,False,False,False,True
15285,25,129996,9.0,7500,11.86,0,0.06,0,3,True,False,False,False,False,False,False,False,False,True
15286,24,60000,6.0,15000,13.99,0,0.25,0,4,False,False,False,True,False,False,True,False,False,False
15287,22,60000,5.0,15000,10.59,0,0.25,0,3,False,False,False,True,False,True,False,False,False,False
15288,25,60000,5.0,15000,12.99,0,0.25,0,4,False,False,False,True,True,False,False,False,False,False
15289,22,130000,6.0,3000,13.49,0,0.02,0,2,True,False,False,False,False,False,False,False,True,False
15290,23,60000,0.0,15000,11.11,0,0.25,0,2,False,False,False,True,True,False,False,False,False,False
15291,26,130000,10.0,3000,17.58,0,0.02,1,3,True,False,False,False,False,False,False,False,True,False
15292,24,60000,4.0,15000,6.17,0,0.25,0,3,False,False,False,True,False,False,False,False,False,True
15293,24,130000,8.0,6000,6.62,0,0.05,0,2,True,False,False,False,False,False,False,False,False,True
15294,22,60000,6.0,15000,13.35,0,0.25,1,3,False,False,False,True,False,False,False,True,False,False
15295,26,130000,8.0,10000,6.03,0,0.08,0,2,True,False,False,False,False,False,False,False,True,False
15296,26,130000,5.0,35000,18.25,0,0.27,1,4,True,False,False,False,False,False,False,False,True,False
15297,24,130000,3.0,5000,12.42,0,0.04,0,2,True,False,False,False,True,False,False,False,False,False
15298,26,130000,2.0,18000,7.9,0,0.14,0,2,True,False,False,False,False,False,False,True,False,False
15299,22,60000,5.0,15000,,0,0.25,0,4,False,False,False,True,False,False,False,True,False,False
15300,25,130000,9.0,35000,,0,0.27,0,3,True,False,False,False,False,False,True,False,False,False
15301,26,130000,7.0,6500,15.99,0,0.05,1,3,True,False,False,False,False,False,False,False,False,True
15302,24,130000,8.0,7000,11.99,0,0.05,0,3,True,False,False,False,True,False,False,False,False,False
15303,24,60000,7.0,15000,13.85,0,0.25,1,2,False,False,False,True,False,False,True,False,False,False
15304,25,60000,7.0,15000,,0,0.25,0,3,False,False,False,True,True,False,False,False,False,False
15305,26,130000,3.0,8600,5.99,0,0.07,0,3,True,False,False,False,False,False,False,True,False,False
15306,23,60000,7.0,15000,14.22,0,0.25,1,2,False,False,False,True,False,False,False,False,True,False
15307,24,60000,8.0,15000,11.83,0,0.25,0,3,False,False,False,True,True,False,False,False,False,False
15308,24,130000,8.0,6000,10.59,0,0.05,0,2,True,False,False,False,True,False,False,False,False,False
15309,25,130000,3.0,8000,13.49,0,0.06,0,4,True,False,False,False,False,False,True,False,False,False
15310,23,60000,4.0,15000,11.83,0,0.25,0,3,False,False,False,True,False,False,False,False,False,True
15311,23,130000,1.0,15000,12.87,0,0.12,1,4,True,False,False,False,False,True,False,False,False,False
15312,25,130000,9.0,15000,11.14,0,0.12,0,3,True,False,False,False,False,True,False,False,False,False
15313,23,130000,,6000,5.42,0,0.05,0,2,True,False,False,False,False,False,False,True,False,False
15314,25,130000,5.0,3000,5.42,0,0.02,0,2,True,False,False,False,False,False,True,False,False,False
